Year; Reproduction; PopSize; chh_th; bty_th; ProbaMeet
10350; 72; 40; 27; 71; 20
10400; 41; 40; 27; 71; 20
10450; 56; 40; 27; 71; 20
10500; 39; 40; 27; 71; 20
10550; 52; 40; 28; 70; 20
10600; 39; 40; 28; 70; 20
10650; 60; 40; 28; 70; 20
10700; 70; 40; 28; 69; 20
10750; 62; 40; 28; 69; 20
10800; 64; 40; 28; 69; 20
10850; 64; 40; 28; 69; 20
10900; 54; 40; 28; 70; 20
10950; 74; 40; 28; 70; 20
11000; 56; 40; 28; 69; 20
11050; 56; 40; 28; 70; 20
11100; 52; 40; 28; 70; 20
11150; 54; 40; 27; 69; 20
11200; 39; 40; 27; 69; 20
11250; 54; 40; 27; 69; 20
11300; 49; 40; 28; 69; 20
11350; 72; 40; 28; 69; 25
11400; 45; 40; 28; 70; 20
11450; 54; 40; 27; 69; 20
11500; 41; 40; 27; 69; 20
11550; 45; 40; 27; 69; 20
11600; 50; 40; 27; 70; 20
11650; 68; 40; 26; 70; 20
11700; 58; 40; 27; 69; 25
11750; 60; 40; 27; 70; 25
11800; 58; 40; 26; 70; 25
11850; 39; 40; 26; 70; 25
11900; 60; 40; 26; 69; 25
11950; 62; 40; 26; 69; 25
12000; 56; 40; 25; 69; 30
12050; 49; 40; 26; 70; 35
12100; 50; 40; 25; 70; 35
12150; 68; 40; 25; 71; 30
12200; 64; 40; 26; 72; 30
12250; 60; 40; 26; 72; 30
12300; 62; 40; 25; 72; 30
12350; 58; 40; 25; 72; 25
12400; 58; 40; 25; 72; 25
12450; 64; 40; 25; 72; 30
12500; 58; 40; 26; 72; 25
12550; 64; 40; 25; 71; 30
12600; 60; 40; 26; 71; 30
12650; 60; 40; 26; 72; 25
12700; 43; 40; 26; 72; 25
12750; 52; 40; 26; 72; 25
12800; 64; 40; 26; 72; 30
12850; 49; 40; 26; 72; 30
12900; 70; 40; 26; 72; 30
12950; 70; 40; 26; 72; 35
13000; 37; 40; 26; 72; 35
13050; 58; 40; 26; 72; 35
13100; 72; 40; 26; 72; 35
13150; 72; 40; 26; 72; 35
13200; 78; 40; 27; 72; 20
13250; 66; 40; 28; 72; 20
13300; 68; 40; 28; 72; 20
13350; 60; 40; 28; 72; 20
13400; 74; 40; 28; 72; 20
13450; 64; 40; 28; 72; 20
13500; 64; 40; 28; 73; 20
13550; 62; 40; 28; 73; 20
13600; 54; 40; 28; 73; 20
13650; 60; 40; 27; 73; 20
13700; 70; 40; 28; 73; 20
13750; 86; 40; 28; 74; 30
13800; 68; 40; 28; 74; 35
13850; 64; 40; 27; 74; 20
13900; 78; 40; 27; 74; 35
13950; 66; 40; 27; 74; 35
14000; 66; 40; 27; 74; 35
14050; 54; 40; 27; 74; 35
14100; 49; 40; 27; 74; 35
14150; 52; 40; 27; 74; 35
14200; 50; 40; 27; 74; 35
14250; 78; 40; 27; 74; 35
14300; 84; 40; 26; 74; 35
14350; 56; 40; 26; 75; 35
14400; 72; 40; 26; 75; 20
14450; 60; 40; 26; 75; 20
14500; 78; 40; 26; 75; 20
14550; 62; 40; 27; 75; 20
14600; 58; 40; 28; 75; 20
14650; 64; 40; 27; 76; 20
14700; 66; 40; 27; 76; 20
14750; 80; 40; 27; 76; 20
14800; 76; 40; 27; 76; 20
14850; 60; 40; 26; 75; 20
14900; 66; 40; 26; 75; 20
14950; 56; 40; 26; 75; 20
15000; 70; 40; 26; 76; 20
15050; 80; 40; 27; 76; 20
15100; 52; 40; 27; 76; 20
15150; 56; 40; 27; 76; 20
15200; 47; 40; 27; 76; 20
15250; 68; 40; 26; 76; 20
15300; 54; 40; 26; 76; 20
15350; 47; 40; 25; 76; 20
15400; 54; 40; 27; 76; 20
15450; 64; 40; 27; 76; 20
15500; 56; 40; 27; 75; 20
15550; 49; 40; 26; 76; 20
15600; 56; 40; 26; 76; 20
15650; 43; 40; 26; 76; 20
15700; 82; 40; 27; 76; 35
15750; 70; 40; 26; 76; 30
15800; 52; 40; 27; 76; 20
15850; 64; 40; 26; 77; 20
15900; 66; 40; 26; 77; 20
15950; 41; 40; 26; 77; 30
16000; 60; 40; 27; 77; 35
16050; 68; 40; 27; 77; 20
16100; 58; 40; 27; 77; 35
16150; 54; 40; 26; 78; 35
16200; 80; 40; 26; 78; 45
16250; 43; 40; 26; 78; 45
16300; 50; 40; 25; 78; 45
16350; 56; 40; 25; 78; 20
16400; 60; 40; 25; 78; 20
16450; 72; 40; 25; 78; 20
16500; 68; 40; 26; 78; 20
16550; 62; 40; 26; 78; 45
16600; 56; 40; 26; 78; 45
16650; 56; 40; 26; 78; 45
16700; 66; 40; 27; 78; 40
16750; 64; 40; 26; 78; 40
16800; 66; 40; 26; 78; 45
16850; 64; 40; 26; 78; 40
16900; 64; 40; 26; 78; 45
16950; 50; 40; 26; 77; 45
17000; 58; 40; 27; 77; 45
17050; 50; 40; 27; 78; 45
17100; 64; 40; 27; 77; 45
17150; 52; 40; 27; 77; 45
17200; 64; 40; 27; 77; 45
17250; 60; 40; 28; 78; 45
17300; 58; 40; 28; 78; 45
17350; 64; 40; 27; 78; 45
17400; 66; 40; 27; 78; 45
17450; 47; 40; 27; 78; 40
17500; 56; 40; 27; 78; 45
17550; 52; 40; 27; 78; 45
17600; 56; 40; 28; 78; 45
17650; 70; 40; 28; 78; 45
17700; 72; 40; 29; 78; 45
17750; 80; 40; 28; 78; 45
17800; 76; 40; 28; 78; 50
17850; 94; 40; 27; 78; 50
17900; 62; 40; 26; 78; 55
17950; 56; 40; 26; 78; 55
18000; 66; 40; 26; 78; 55
18050; 50; 40; 27; 77; 55
18100; 64; 40; 27; 77; 55
18150; 68; 40; 27; 77; 50
18200; 84; 40; 27; 77; 50
18250; 60; 40; 27; 77; 50
18300; 54; 40; 28; 77; 55
18350; 60; 40; 27; 77; 50
18400; 47; 40; 27; 77; 45
18450; 70; 40; 27; 77; 50
18500; 66; 40; 27; 77; 50
18550; 43; 40; 28; 77; 20
18600; 41; 40; 27; 77; 20
18650; 47; 40; 27; 77; 45
18700; 96; 40; 28; 77; 20
18750; 72; 40; 28; 77; 20
18800; 52; 40; 28; 77; 20
18850; 70; 40; 28; 77; 20
18900; 52; 40; 29; 77; 20
18950; 41; 40; 28; 77; 20
19000; 70; 40; 28; 77; 20
19050; 58; 40; 28; 77; 20
19100; 66; 40; 28; 77; 20
19150; 43; 40; 27; 78; 20
19200; 66; 40; 27; 78; 20
19250; 66; 40; 27; 78; 20
19300; 68; 40; 28; 78; 20
19350; 60; 40; 28; 78; 20
19400; 70; 40; 29; 78; 20
19450; 68; 40; 29; 78; 20
19500; 70; 40; 28; 78; 20
19550; 39; 40; 28; 79; 20
19600; 82; 40; 28; 79; 20
19650; 60; 40; 28; 79; 20
19700; 54; 40; 27; 79; 55
19750; 54; 40; 27; 78; 20
19800; 60; 40; 27; 79; 20
19850; 64; 40; 27; 79; 20
19900; 66; 40; 27; 79; 55
19950; 60; 40; 27; 79; 35
