Date;AgeMax;BatchMode;Compass;DNAFill;DisplayPeriod;DumpStart;GeneCoding;GeneLength;GroupMaxSize;Icon;MaxFollowers;MaxGurus;PopulationSize;ResultDir;ScenarioName;StartFromFile;TimeLimit;Title;WDGridSize;LastStep;Reproduction;chh_th;ProbaMeet;bty_th;PopSize
140310124352;4000;0;0;-1;50;100;0;0;1000;QtGraphics/EvolifeIcon.png;3;1;400;./___Results;WernerDyer;0;500;Evolife;200;0;0;0;0;0;0
