Year; Reproduction; PopSize; chh_th; bty_th; ProbaMeet
5300; 64; 40; 33; 58; 15
5350; 52; 40; 33; 57; 15
5400; 39; 40; 33; 57; 15
5450; 43; 40; 32; 57; 20
5500; 49; 40; 32; 58; 20
5550; 47; 40; 32; 58; 15
5600; 41; 40; 32; 58; 20
5650; 49; 40; 32; 58; 20
5700; 49; 40; 32; 58; 20
5750; 39; 40; 32; 57; 20
5800; 37; 40; 31; 58; 20
5850; 54; 40; 31; 58; 20
5900; 45; 40; 31; 59; 20
5950; 49; 40; 31; 58; 20
6000; 33; 40; 31; 59; 20
6050; 58; 40; 31; 59; 20
6100; 31; 40; 31; 58; 20
6150; 47; 40; 30; 59; 20
6200; 56; 40; 31; 60; 20
6250; 49; 40; 31; 59; 20
6300; 37; 40; 31; 59; 20
6350; 58; 40; 32; 59; 20
6400; 39; 39; 32; 59; 20
6450; 37; 40; 32; 59; 20
6500; 56; 40; 33; 60; 20
6550; 45; 40; 33; 60; 20
6600; 43; 40; 33; 60; 20
6650; 45; 40; 32; 60; 20
6700; 41; 40; 32; 60; 20
6750; 43; 40; 32; 60; 20
6800; 60; 40; 32; 60; 20
6850; 31; 40; 32; 60; 20
6900; 39; 40; 32; 60; 20
6950; 64; 40; 33; 60; 20
7000; 52; 40; 33; 60; 20
7050; 54; 40; 33; 59; 20
7100; 47; 40; 32; 60; 20
7150; 35; 40; 32; 60; 15
7200; 43; 40; 32; 60; 15
7250; 39; 40; 33; 60; 20
7300; 56; 40; 32; 61; 20
7350; 66; 40; 32; 62; 20
7400; 49; 40; 32; 62; 20
7450; 52; 40; 32; 62; 20
7500; 56; 40; 33; 63; 20
7550; 37; 40; 33; 63; 20
7600; 78; 40; 33; 64; 20
7650; 50; 40; 33; 64; 20
7700; 60; 40; 34; 64; 20
7750; 66; 40; 34; 63; 20
7800; 50; 40; 34; 63; 20
7850; 47; 40; 34; 63; 20
7900; 33; 40; 34; 63; 20
7950; 45; 39; 34; 64; 20
8000; 58; 40; 34; 63; 20
8050; 58; 40; 34; 63; 20
8100; 56; 40; 33; 62; 20
8150; 37; 40; 33; 62; 20
8200; 62; 40; 33; 62; 20
8250; 35; 40; 32; 62; 20
8300; 47; 40; 32; 61; 20
8350; 60; 40; 33; 62; 20
8400; 54; 40; 32; 63; 20
8450; 62; 40; 32; 63; 20
8500; 58; 40; 32; 63; 20
8550; 58; 40; 32; 63; 20
8600; 41; 40; 32; 63; 20
8650; 60; 40; 33; 61; 20
8700; 45; 40; 33; 61; 20
8750; 64; 40; 33; 61; 20
8800; 60; 40; 34; 62; 20
8850; 60; 40; 33; 62; 20
8900; 45; 40; 34; 62; 20
8950; 45; 40; 34; 62; 20
9000; 66; 40; 34; 63; 20
9050; 56; 40; 34; 63; 20
9100; 39; 40; 34; 63; 20
9150; 70; 40; 34; 63; 20
9200; 43; 40; 33; 63; 20
9250; 47; 40; 33; 63; 20
9300; 52; 40; 34; 63; 20
9350; 52; 40; 34; 62; 20
9400; 66; 40; 32; 62; 20
9450; 45; 40; 32; 63; 20
9500; 41; 40; 33; 63; 20
9550; 58; 40; 32; 64; 20
9600; 49; 40; 33; 63; 20
9650; 45; 40; 33; 63; 20
9700; 47; 40; 32; 63; 20
9750; 39; 40; 32; 63; 20
9800; 52; 40; 32; 62; 20
9850; 41; 40; 32; 62; 20
9900; 49; 40; 33; 63; 20
9950; 78; 40; 33; 63; 20
