Date;AdCost;AgeMax;BatchMode;Compass;DNAFill;DisplayPeriod;DumpStart;GeneCoding;GeneLength;GroupMaxSize;GroupMinSize;Icon;MaxFollowers;MaxGurus;MutationRate;NbCrossover;Noise;PopulationSize;ResultDir;ScenarioName;Selectivity;StartFromFile;TimeLimit;Title;WDGridSize;LastStep;grey;black;Reproduction;blue;chh_th
140310123646;1.2;4000;1;0;-1;50;100;0;0;1000;0;QtGraphics/EvolifeIcon.png;3;1;3;2;10;400;./___Results;WernerDyer;1;0;10000;Evolife;200;9950;46;40;42;62;20
