Date;AdCost;AgeMax;BatchMode;Compass;DNAFill;DisplayPeriod;DumpStart;GeneCoding;GeneLength;GroupMaxSize;GroupMinSize;Icon;MaxFollowers;MaxGurus;MutationRate;NbCrossover;Noise;PopulationSize;ResultDir;ScenarioName;Selectivity;StartFromFile;TimeLimit;Title;WDGridSize;LastStep;Reproduction;PopSize;chh_th;bty_th;ProbaMeet
140310130009;1.3;4000;1;0;-1;50;100;0;0;1000;0;QtGraphics/EvolifeIcon.png;3;1;3;2;10;400;./___Results;WernerDyer;1;0;40000;Evolife;200;39950;79;40;21;34;36
